title,price,Name:,Yacht Type:,"Series, Model, Class:",Builder:,Length Overall:,Length at Waterline:,Beam:,Max Draught:,Gross Tonnage:,Displacement Tonnage:,Year of Build:,Hull Type:,Number of Decks:,Classification:,Max Speed:,Cruising Speed:,Fuel Capacity:,Range:,V1,Engine Make:,Total power:,Hull:,Superstructure:,Deck:,Guests:,Passenger Rooms:,Master Rooms:,Double Rooms: ,Twin Rooms:,Yacht Subtype:,Interior Designer:,Refits:,Hull Number:,Water Capacity:,Naval Architect:,Exterior Designer:,VIP Rooms:,Build time:
MILU' for sale,"€4,500,000",MILU',Motor Yacht,85,Arcadia Yachts ,25.9  metres,NA,7.14  metres,1.66  metres,109,67,2019,Semi Displacement,2,NA,17  kn,15  kn,7300  litres,850  nm,@ 12  kn,MAN ,2920hp ,GRP,GRP,Teak,8,4,1,NA,2,NA,NA,NA,85/16,1600  litres,NA,NA,1,NA
GITANA for sale,"$14,450,000",GITANA,Motor Yacht,NA,Feadship ,47.85  metres,41.75  metres,8.8  metres,3.2  metres,499,410,1997,Full Displacement,3,LR,15  kn,10  kn,72000  litres,3100  nm,@ 13.5  kn,Caterpillar ,1810hp ,Steel,Aluminium,Teak,5,5,1,2,2,NA,John Munford ,NA,653,22000  litres,NA,De Groot ,NA,NA
ZEN for sale,"€5,900,000",ZEN,Motor Yacht,Navetta 28,Ferretti ,29  metres,23.8  metres,7.01  metres,2.21  metres,97,106,2019,Semi Displacement,3,RINA,16  kn,13.5  kn,12400  litres,640  nm,@ 12  kn,MAN ,2400hp ,NA,NA,NA,10,5,1,3,1,NA,NA,NA,N28-13,2000  litres,NA,NA,NA,NA
LANIDA for sale,"$3,295,000",LANIDA,Motor Yacht,LSX 92,Lazzara ,28.04  metres,21.95  metres,6.4  metres,1.47  metres,131,NA,2010,Deep V / Planing,2,NA,31  kn,28  kn,6435.2  litres,NA,NA,Volvo Penta ,2800hp ,Fiberglass,GRP,Teak,8,4,NA,NA,NA,"Sports/Open Motor Yacht, Planing Fast Yacht ",Lazzara ,NA,92/02,1324.89  litres,Lazzara ,Lazzara ,NA,NA
CIAO for sale,"€32,900,000",CIAO,Motor Yacht,NA,CRN ,52  metres,NA,9  metres,2.65  metres,499,NA,2022,Full Displacement,3,LR,NA,NA,NA,NA,NA,NA,NA,Steel,Aluminium,Teak,10,5,1,NA,NA,NA,NA,NA,142,NA,NA,NA,4,NA
GREY WOLF II for sale,"$6,500,000",GREY WOLF II,Motor Yacht,FPB 78,Circa Marine ,26.2  metres,25.4  metres,6.38  metres,1.8  metres,NA,54.885,2017,Semi Displacement,2,NA,13.25  kn,10.5  kn,17700  litres,6100  nm,@ 10.5  kn,John Deere 6068 AFM85 230hp ,NA,Aluminium,Aluminium,Aluminium,6,3,1,2,NA,NA,NA,NA,FPB 78-2,7380  litres,NA,NA,NA,NA
MOCHAFY22 for sale,"€9,900,000",MOCHAFY22,Motor Yacht,45,Sunrise ,44.85  metres,38.45  metres,8.73  metres,2.76  metres,499,380,2009,Full Displacement,3,BV,15  kn,12  kn,60000  litres,5000  nm,@ 12  kn,MTU ,2140hp ,Steel,Aluminium,Teak,10,5,1,2,2,NA,NA,2018-10-01,181,13500  litres,NA,NA,NA,NA
GENESIS for sale,"€7,000,000",GENESIS,Motor Yacht,Leopard 43,Italyachts ,43.12  metres,NA,8.45  metres,1.45  metres,343,NA,2011,Deep V / Planing,2,RINA,34  kn,29  kn,29810  litres,NA,NA,MTU ,7200hp ,GRP,GRP,Teak,8,4,NA,NA,NA,NA,NA,NA,43.02,4350  litres,NA,NA,NA,NA
GENESIS for sale,VAT paid,GENESIS,Motor Yacht,Leopard 43,Italyachts ,43.12  metres,NA,8.45  metres,1.45  metres,343,NA,2011,Deep V / Planing,2,RINA,34  kn,29  kn,29810  litres,NA,NA,MTU ,7200hp ,GRP,GRP,Teak,8,4,NA,NA,NA,NA,NA,NA,43.02,4350  litres,NA,NA,NA,NA
LEONIDAS for sale,"€6,350,000",LEONIDAS,NA,NA,Custom ,34  metres,NA,NA,NA,NA,NA,2018,Full Displacement,3,RINA,NA,NA,NA,NA,NA,NA,NA,Wood,Wood,Teak,10,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL PAVICA for sale,"$1,950,000",EL PAVICA,Motor Yacht,Motor Yacht,Ferretti ,26.82  metres,22.15  metres,6.43  metres,2.13  metres,117,82,2006,Deep V / Planing,2,NA,25  kn,20  kn,9001.71  litres,400  nm,@ 22  kn,MTU ,4060hp ,Fiberglass,GRP,Teak,12,5,1,4,2,Planing Fast Yacht ,Zuccon International Project ,NA,88115,1298.4  litres,Ferretti ,Zuccon International Project ,1,NA
SALT for sale,"€8,200,000",SALT,Motor Yacht,SL106,Sanlorenzo ,32.2  metres,NA,7.05  metres,2  metres,199,NA,2019,Deep V / Planing,2,RINA,30  kn,22  kn,8300  litres,1406  nm,@ 11  kn,MTU ,5274hp ,GRP,GRP,NA,NA,5,NA,NA,NA,NA,NA,NA,705,NA,NA,NA,NA,NA
WEATHERBIRD for sale,"€3,370,000",WEATHERBIRD,Sail Yacht,NA,Chantier Naval De Normandie ,31  metres,17.98  metres,6.49  metres,3.47  metres,NA,NA,1931,Monohull,NA,NA,11  kn,9  kn,2500  litres,1000  nm,@ 9  kn,Cummins ,300hp ,Oak,Teak,Teak,8,NA,NA,NA,NA,Classic Yacht ,NA,"1969-01-01,1993-01-01,1980-01-01,1995-01-01",NA,2500  litres,NA,NA,NA,NA
GEOMETRY for sale,"€1,290,000",GEOMETRY,Sail Yacht,Shipman 72,Sea-Tec Fabricators ,21.95  metres,19.5  metres,5.49  metres,3.7  metres,40.48,24,2009,Monohull,NA,CE (Category A),8.5  kn,7.5  kn,1515  litres,1000  nm,NA,Volkswagen ,230hp ,"Carbon Fibre,Epoxy","Carbon Fibre,Epoxy",Teak,8,4,1,NA,2,NA,J & J Design ,2022-01-01,NA,785  litres,J & J Design ,J & J Design ,NA,NA
ILLUSION PLUS for sale,"$79,800,000",ILLUSION PLUS,Motor Yacht,NA,Pride Mega Yachts ,88.5  metres,NA,15.39  metres,4  metres,3642,3017,2018,Full Displacement,6,ABS,17  kn,15  kn,261000  litres,5000  nm,@ 15  kn,Rolls Royce ,6000hp ,Steel,Aluminium,Teak,16,8,1,4,NA,NA,NA,NA,YRO-2007-233,149000  litres,NA,NA,2,NA
ISNL for sale,"€5,950,000",ISNL,Sail Yacht,825,Oyster ,25.15  metres,NA,6.31  metres,3.42  metres,58,NA,2019,Monohull,NA,NA,10.5  kn,9  kn,NA,NA,NA,Cummins ,NA,GRP,GRP,NA,10,4,NA,NA,NA,NA,NA,NA,825-07,NA,NA,NA,NA,NA
ANDALA for sale,"$4,950,000",ANDALA,Motor Yacht,Magellano 25M RPH,Azimut ,25.22  metres,NA,6.3  metres,1.9  metres,91,87.5,2021,Semi Displacement,2,CE A ; NMMA,24  kn,18  kn,8000  litres,NA,NA,Man ,3100hp ,GRP,GRP,Teak,9,4,1,2,1,NA,NA,NA,M25M/19,1500  litres,NA,NA,NA,NA
GIGRECA for sale,"€2,450,000",GIGRECA,Sail Yacht,NA,Admiral - The Italian Sea Group ,23.16  metres,NA,5.88  metres,2.93  metres,79.39,NA,2014,NA,NA,NA,12  kn,9  kn,NA,NA,NA,Yanmar ,300hp ,NA,NA,NA,8,4,NA,NA,NA,NA,NA,2021-01-01,NA,NA,NA,NA,NA,NA
VALERE for sale,"$2,900,000",VALERE,Motor Yacht,84,Azimut ,25.6  metres,NA,6.1  metres,1.8  metres,110,75,2015,Deep V / Planing,2,NA,29  kn,18  kn,6800  litres,400  nm,@ 14  kn,Caterpillar ,3446hp ,GRP,GRP,Teak,9,4,1,2,2,NA,Stefano Righini ,NA,84021,1350  litres,NA,NA,NA,NA
JUST ENOUGH for sale,"$9,995,000",JUST ENOUGH,Motor Yacht,NA,Ares Marine ,42.98  metres,38.6  metres,6.4  metres,2.07  metres,278,180,2012,Semi Displacement,3,RINA,18  kn,12  kn,43527  litres,NA,NA,Caterpillar ,3304hp ,Aluminium,Aluminium,Teak,11,5,NA,4,1,NA,NA,2018-01-01,NA,7570  litres,NA,NA,NA,NA
O4 for sale,"€7,450,000",O4,Motor Yacht,Argo 90,Riva ,28.5  metres,NA,6.5  metres,1.8  metres,114,NA,2019,Deep V / Planing,2,NA,30  kn,25  kn,NA,300  nm,@ 22  kn,MTU ,4870hp ,GRP,GRP,Teak,8,4,NA,NA,NA,NA,NA,NA,90-03,NA,NA,NA,NA,NA
CORTO MALTESE for sale,"€7,300,000",CORTO MALTESE,Sail Yacht,NA,Dutch Yacht Builders ,37.14  metres,NA,7.32  metres,6.2  metres,127,NA,2006,NA,NA,NA,12  kn,10  kn,16559  litres,NA,NA,Caterpillar ,NA,NA,NA,NA,9,4,NA,NA,NA,NA,NA,2021-01-01,NA,7097  litres,NA,NA,NA,NA
CORTO MALTESE for sale,VAT paid,CORTO MALTESE,Sail Yacht,NA,Dutch Yacht Builders ,37.14  metres,NA,7.32  metres,6.2  metres,127,NA,2006,NA,NA,NA,12  kn,10  kn,16559  litres,NA,NA,Caterpillar ,NA,NA,NA,NA,9,4,NA,NA,NA,NA,NA,2021-01-01,NA,7097  litres,NA,NA,NA,NA
FIFTY FIFTY for sale,"€610,000",FIFTY FIFTY,Sail Yacht,NA,CNB ,23.16  metres,NA,6  metres,3.2  metres,NA,46.44,1991,NA,NA,NA,NA,NA,1808  litres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-01,NA,1400  litres,German Frers ,German Frers ,NA,NA
BLADE II for sale,"$8,750,000",BLADE II,Motor Yacht,NA,MMGI ,44  metres,40.7  metres,8  metres,1.6  metres,298,200,2009,Deep V / Planing,2,RINA,42  kn,22  kn,30000  litres,1000  nm,@ 18  kn,"Caterpillar, Vericor ","3850hp, 4400hp ",Aluminium,Aluminium,Teak,9,5,1,3,1,NA,A Lab ,2021-01-01,NA,6000  litres,Navirex ,Navirex ,NA,NA
OUR WAY for sale,"€7,200,000",OUR WAY,Motor Yacht,NA,Tenix Defence ,34.4  metres,32  metres,7.9  metres,2.2  metres,298,259,2005,Full Displacement,3,LR,13  kn,12  kn,51300  litres,5000  nm,@ 10  kn,Caterpillar ,1620hp ,Steel,Aluminium,Teak,10,5,1,2,2,Expedition Yacht ,NA,"2007-01-01,2017-01-01",NA,13578  litres,NA,NA,NA,NA
ILERIA for sale,"€21,500,000",ILERIA,Motor Yacht,NA,Turquoise Yachts ,50.4  metres,NA,9.3  metres,3.1  metres,707,520,2013,Full Displacement,3,ABS,14.5  kn,12  kn,87000  litres,4500  nm,@ 12  kn,Caterpillar ,2200hp ,Steel,Aluminium,Teak,14,7,1,3,2,NA,Jean-Guy Verges ,2022-01-01,56,27000  litres,NA,NA,1,NA
ILERIA for sale,VAT paid,ILERIA,Motor Yacht,NA,Turquoise Yachts ,50.4  metres,NA,9.3  metres,3.1  metres,707,520,2013,Full Displacement,3,ABS,14.5  kn,12  kn,87000  litres,4500  nm,@ 12  kn,Caterpillar ,2200hp ,Steel,Aluminium,Teak,14,7,1,3,2,NA,Jean-Guy Verges ,2022-01-01,56,27000  litres,NA,NA,1,NA
FOUR JACKS for sale,"$15,950,000",FOUR JACKS,Motor Yacht,150,Palmer Johnson ,46  metres,NA,8.4  metres,1.9  metres,395,NA,2008,Deep V / Planing,2,LR,NA,NA,40466  litres,700  nm,@ 22  kn,MTU ,7300hp ,Aluminium,Aluminum,Teak,12,NA,NA,NA,NA,NA,NA,NA,PJ 249 (150/3),5527  litres,NA,NA,NA,NA
SL86 for sale,"€5,495,000",SL86,Motor Yacht,NA,Sanlorenzo ,26.82  metres,NA,6.34  metres,NA,NA,NA,2021,NA,NA,NA,32  kn,27  kn,8000  litres,NA,NA,MTU ,3894hp ,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,1700  litres,NA,NA,NA,NA
THE ALLOY for sale,"€27,900,000",THE ALLOY,Motor Yacht,NA,Sanlorenzo ,44  metres,NA,9.3  metres,NA,NA,NA,2020,NA,NA,NA,22  kn,NA,41000  litres,NA,NA,MTU ,3894hp ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000  litres,NA,NA,NA,NA
SANS SOUCI for sale,"€5,200,000",SANS SOUCI,Motor Yacht,NA,Abeking & Rasmussen ,33.6  metres,30.94  metres,5.95  metres,1.9  metres,127,170,1955,Full Displacement,2,RINA,14  kn,12  kn,12490  litres,1500  nm,@ 10  kn,Caterpillar ,992hp ,Mahogany,Teak,Teak,8,4,NA,1,1,NA,NA,2018-01-01,4996,4542  litres,NA,NA,1,NA
SANS SOUCI for sale,VAT paid,SANS SOUCI,Motor Yacht,NA,Abeking & Rasmussen ,33.6  metres,30.94  metres,5.95  metres,1.9  metres,127,170,1955,Full Displacement,2,RINA,14  kn,12  kn,12490  litres,1500  nm,@ 10  kn,Caterpillar ,992hp ,Mahogany,Teak,Teak,8,4,NA,1,1,NA,NA,2018-01-01,4996,4542  litres,NA,NA,1,NA
SPLENDIDA for sale,"€2,500,000",SPLENDIDA,Motor Yacht,Mangusta 108,Overmarine ,33.48  metres,28.57  metres,7.12  metres,1.8  metres,181,120,2003,Deep V / Planing,2,NA,35  kn,28  kn,14000  litres,450  nm,@ 28  kn,MTU ,5550hp ,GRP,GRP,"GRP,Teak",8,4,1,1,1,NA,Stefano Righini ,2020-01-01,108/09,2000  litres,Andrea Bacigalupo ,NA,1,NA
SPLENDIDA for sale,VAT paid,SPLENDIDA,Motor Yacht,Mangusta 108,Overmarine ,33.48  metres,28.57  metres,7.12  metres,1.8  metres,181,120,2003,Deep V / Planing,2,NA,35  kn,28  kn,14000  litres,450  nm,@ 28  kn,MTU ,5550hp ,GRP,GRP,"GRP,Teak",8,4,1,1,1,NA,Stefano Righini ,2020-01-01,108/09,2000  litres,Andrea Bacigalupo ,NA,1,NA
GLASAX for sale,"€10,499,000",GLASAX,Motor Yacht,90 Ocean,Sunseeker ,27.1  metres,NA,7.16  metres,1.86  metres,NA,85,2022,Deep V / Planing,2,NA,27  kn,NA,130000  litres,1800  nm,@ 12  kn,MTU ,3800hp ,GRP,GRP,Teak,8,4,1,1,1,NA,NA,NA,9142290,15000  litres,NA,NA,1,NA
GLASAX for sale,VAT paid,GLASAX,Motor Yacht,90 Ocean,Sunseeker ,27.1  metres,NA,7.16  metres,1.86  metres,NA,85,2022,Deep V / Planing,2,NA,27  kn,NA,130000  litres,1800  nm,@ 12  kn,MTU ,3800hp ,GRP,GRP,Teak,8,4,1,1,1,NA,NA,NA,9142290,15000  litres,NA,NA,1,NA
LARA for sale,"€2,250,000",LARA,Motor Yacht,Peri 29,Peri Yachts ,30  metres,21.65  metres,6.4  metres,1.6  metres,96,64,2010,Semi Displacement,2,RINA,27  kn,18  kn,7400  litres,480  nm,@ 17  kn,Caterpillar ,3650hp ,"Epoxy,GRP","Epoxy,GRP",Teak,10,4,1,NA,2,NA,NA,NA,29/04,1800  litres,NA,NA,1,NA
FERRETTI 670 for sale,NA,FERRETTI 670,Motor Yacht,NA,NA,20.24  metres,NA,5.38  metres,1.64  metres,NA,NA,2019,NA,NA,NA,32  kn,28  kn,NA,NA,NA,MAN ,2400hp ,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L'ALBATROS for sale,"€7,850,000",L'ALBATROS,Motor Yacht,NA,Nishii Zosen - Sterling ,43.6  metres,37.49  metres,7.9  metres,2.6  metres,403,329,1985,Full Displacement,3,Bureau Veritas,15  kn,11  kn,60500  litres,4000  nm,@ 12.5  kn,Caterpillar ,1492hp ,GRP,GRP,Teak,12,6,1,4,1,NA,"IYD, Susan Puleo ",2022-01-01,688,14370  litres,Tom Fexas ,"Jon Bannenberg Ltd., Tom Fexas ",NA,NA
MAROON for sale,"€5,250,000",MAROON,Motor Yacht,Domino 88 Super,Riva ,26.84  metres,21.42  metres,6.29  metres,1.82  metres,94,75.2,2017,Deep V / Planing,2,RINA,24  kn,35  kn,7500  litres,330  nm,@ 34  kn,MTU ,NA,GRP,GRP,Teak,9,4,1,1,1,Planing Fast Yacht ,NA,NA,NA,990  litres,NA,NA,1,NA
CLARISSA for sale,"€750,000",CLARISSA,Sail Yacht,Gulet Motorsailer,Valena Yachting ,29.87  metres,22.25  metres,6.6  metres,3  metres,NA,110,1999,Gulet,NA,NA,12  kn,9  kn,6000  litres,3  nm,@ 9.5  kn,MAN ,616hp ,Wood,Iroko,Teak,8,5,1,4,NA,Motorsailer ,NA,NA,NA,6000  litres,Arne Borghegn ,Hasan Ali Bayer ,NA,NA
GALILEE for sale,"$995,000",GALILEE,Motor Yacht,106,Westship ,32.31  metres,28.44  metres,7.01  metres,1.68  metres,181,130,1995,Semi Displacement,2,AB,21  kn,14  kn,18927  litres,2000  nm,@ 12  kn,MTU ,3050hp ,GRP,GRP,GRP,10,5,1,2,2,NA,Sally Dills ,2006-01-01,7609,2839  litres,Jack Sarin ,Jack Sarin ,NA,NA
WIDER 210 for sale,"€55,000,000",WIDER 210,Motor Yacht,NA,Wider ,64.1  metres,NA,10.97  metres,2.44  metres,1200,NA,2024,NA,NA,NA,17  kn,15  kn,129998.55  litres,NA,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,20062.67  litres,NA,NA,NA,NA
WIDER 170 for sale,"€32,000,000",WIDER 170,Motor Yacht,NA,Wider ,51.56  metres,NA,8.23  metres,2.13  metres,499,NA,2024,NA,NA,NA,17  kn,14  kn,52000  litres,NA,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,13000  litres,NA,NA,NA,NA
UNBRIDLED for sale,"$24,950,000",UNBRIDLED,Motor Yacht,NA,Trinity Yachts ,58.22  metres,NA,10.87  metres,3.05  metres,803,NA,2009,Full Displacement,3,ABS,16  kn,14  kn,128704  litres,5900  nm,@ 12  kn,Caterpillar ,4024hp ,Aluminium,Aluminium,Teak,16,6,1,2,1,Displacement ,Patrick Knowles ,NA,T039,22712.47  litres,Trinity Yachts ,Geoff Van Aller ,NA,NA
PINK GIN VI for sale,"€29,500,000",PINK GIN VI,Sail Yacht,NA,Baltic Yachts ,53.9  metres,45.1  metres,9.55  metres,7  metres,325,250,2017,Monohull,NA,DNV,NA,NA,18000  litres,NA,NA,MAN ,1400hp ,Carbon Fibre,Carbon Fibre,Teak,12,6,NA,NA,NA,NA,Design Unlimited ,NA,NA,4800  litres,Judel/Vrolijk & Co ,Judel/Vrolijk & Co ,NA,NA
TIE BREAKER for sale,"$3,950,000",TIE BREAKER,Motor Yacht,100,Hatteras ,30.48  metres,27.64  metres,6.8  metres,1.89  metres,181,113,2001,Semi Displacement,2,NA,24  kn,18  kn,18925  litres,745  nm,@ 18  kn,MTU ,3600hp ,GRP,GRP,GRP,8,4,1,2,NA,NA,NA,2018-01-01,GF611,3179  litres,NA,NA,1,NA
LUCY III for sale,"€8,500,000",LUCY III,Motor Yacht,NA,Lurssen ,46.3  metres,40.8  metres,9.6  metres,2.71  metres,488,NA,1992,Full Displacement,3,BV,16  kn,14  kn,101000  litres,7000  nm,@ 13.5  kn,Caterpillar ,1710hp ,Steel,Aluminium,Teak,10,5,1,2,NA,NA,NA,2002-01-01,13579,22000  litres,NA,NA,NA,NA
LUCY III for sale,VAT paid,LUCY III,Motor Yacht,NA,Lurssen ,46.3  metres,40.8  metres,9.6  metres,2.71  metres,488,NA,1992,Full Displacement,3,BV,16  kn,14  kn,101000  litres,7000  nm,@ 13.5  kn,Caterpillar ,1710hp ,Steel,Aluminium,Teak,10,5,1,2,NA,NA,NA,2002-01-01,13579,22000  litres,NA,NA,NA,NA
B2 for sale,"€88,000,000",B2,Motor Yacht,NA,Abeking & Rasmussen ,85.65  metres,68.27  metres,12.4  metres,3.2  metres,2050,NA,2008,Full Displacement,4,LR,16.5  kn,14  kn,160000  litres,6000  nm,@ 12  kn,Caterpillar ,4056hp ,Steel,Aluminium,Teak,14,6,NA,NA,NA,NA,NA,2019-07-01,6479,35000  litres,NA,NA,NA,NA
AZURE for sale,"$999,500",AZURE,Motor Yacht,80 Carat,Azimut ,24.38  metres,19.63  metres,6.55  metres,1.98  metres,91,57,2004,Deep V / Planing,2,NA,24.33  kn,21.72  kn,5617.55  litres,350  nm,@ 15  kn,MTU ,3000hp ,Fiberglass,GRP,Teak,8,5,1,2,2,Planing Fast Yacht ,Carlo Galeazzi ,NA,AZ 80/34,1552.02  litres,Azimut ,Stefano Righini ,NA,NA
DREAM CHASER for sale,"$2,499,000",DREAM CHASER,Motor Yacht,94 Raised Pilot House,Custom Line ,28.65  metres,24.02  metres,7.09  metres,1.75  metres,170,89,2001,Deep V / Planing,2,NA,27  kn,23  kn,11802.92  litres,350  nm,@ 26  kn,MTU ,3600hp ,Fiberglass,GRP,Teak,8,4,NA,NA,NA,NA,Zuccon International Project ,NA,94/07,3001.83  litres,Zuccon International Project ,Zuccon International Project ,NA,NA
LADY JJ for sale,"$39,900,000",LADY JJ,Motor Yacht,2011,Heesen Yachts ,54.86  metres,NA,10.08  metres,3.18  metres,850,610,2011,Full Displacement,3,NA,15  kn,13  kn,124918.61  litres,6000  nm,@ 10  kn,MTU ,3540hp ,Steel,Aluminium,Teak,14,6,NA,NA,NA,Displacement ,Omega Architects ,NA,155 55,29995.61  litres,Heesen Yachts ,Omega Architects ,NA,NA
ROCK STARS for sale,"$4,999,000",ROCK STARS,Motor Yacht,E84,Horizon ,25.6  metres,22.28  metres,6.1  metres,1.75  metres,121,72.5,2017,Semi Displacement,2,NA,23  kn,19  kn,8500  litres,350  nm,@ 12  kn,Caterpillar ,3200hp ,Composite,GRP,"GRP,Teak",8,4,1,NA,2,Semi-displacement ,Horizon ,NA,84098,1600  litres,Horizon ,Horizon ,1,NA
OUR WAY for sale,"$4,000,000",OUR WAY,Motor Yacht,Motoryacht,Palmer Johnson ,38.71  metres,35.05  metres,8.38  metres,2.21  metres,350,181,1997,Full Displacement,3,ABS,15  kn,10  kn,51655.74  litres,5  nm,@ 10  kn,Caterpillar ,1440hp ,Aluminum,Aluminium,Teak,22,5,NA,NA,NA,NA,Marshall Field ,NA,PJ 222,8479.32  litres,Palmer Johnson ,Vripack ,NA,NA
ESMERALDA OF THE SEAS for sale,"€7,850,000",ESMERALDA OF THE SEAS,Motor Yacht,MCY96,Monte Carlo Yachts ,29.26  metres,NA,6.94  metres,2.1  metres,119,98,2018,Deep V / Planing,2,RINA,27  kn,21  kn,11000  litres,NA,NA,NA,NA,GRP,GRP,Teak,10,5,NA,NA,NA,NA,NA,2020-01-01,1218,1650  litres,NA,NA,NA,NA
SALVAJE for sale,"€29,500,000",SALVAJE,Sail Yacht,NA,Alloy Yachts ,56.4  metres,50.2  metres,11  metres,11  metres,499,525,2014,Monohull,NA,NA,14  kn,12  kn,50300  litres,6500  nm,@ 10  kn,Caterpillar ,1450hp ,Aluminium,Aluminium,Teak,10,5,NA,NA,NA,NA,NA,NA,AY46,11000  litres,NA,NA,NA,NA
XWAVE for sale,"$9,750,000",XWAVE,Motor Yacht,SL106,Sanlorenzo ,32.2  metres,27  metres,7.05  metres,2  metres,199,199,2019,Deep V / Planing,2,RINA,28  kn,24  kn,12481  litres,1406  nm,@ 11  kn,MTU ,4868hp ,GRP,GRP,Teak,10,5,NA,NA,NA,NA,Marty Lowe ,NA,658,2495  litres,Sanlorenzo ,Francesco Paszkowski Design ,NA,NA
XWAVE for sale,VAT paid,XWAVE,Motor Yacht,SL106,Sanlorenzo ,32.2  metres,27  metres,7.05  metres,2  metres,199,199,2019,Deep V / Planing,2,RINA,28  kn,24  kn,12481  litres,1406  nm,@ 11  kn,MTU ,4868hp ,GRP,GRP,Teak,10,5,NA,NA,NA,NA,Marty Lowe ,NA,658,2495  litres,Sanlorenzo ,Francesco Paszkowski Design ,NA,NA
DREAMER for sale,"$9,950,000",DREAMER,Motor Yacht,NA,Hargrave Custom Yachts ,41.45  metres,36.3  metres,8.2  metres,2.26  metres,353,195,2010,Semi Displacement,3,RINA,18  kn,12  kn,39747  litres,3300  nm,@ 10  kn,Caterpillar ,3650hp ,"Epoxy,Wood","Epoxy,Wood",Teak,13,5,1,3,1,NA,NA,NA,175,4921  litres,NA,NA,NA,NA
DREAMER for sale,VAT paid,DREAMER,Motor Yacht,NA,Hargrave Custom Yachts ,41.45  metres,36.3  metres,8.2  metres,2.26  metres,353,195,2010,Semi Displacement,3,RINA,18  kn,12  kn,39747  litres,3300  nm,@ 10  kn,Caterpillar ,3650hp ,"Epoxy,Wood","Epoxy,Wood",Teak,13,5,1,3,1,NA,NA,NA,175,4921  litres,NA,NA,NA,NA
BT-2 for sale,"$3,800,000",BT-2,Motor Yacht,95,Azimut ,28.96  metres,NA,6.86  metres,1.85  metres,166,105,2010,Deep V / Planing,2,NA,26  kn,22  kn,11999.76  litres,480  nm,@ 14  kn,Caterpillar ,3800hp ,Fiberglass,GRP,Teak,8,4,1,3,1,Planing Fast Yacht ,Carlo Galeazzi ,2015-01-01,95018,1801.86  litres,Azimut ,Stefano Righini ,1,NA
SILVER MAMA for sale,NA,SILVER MAMA,Motor Yacht,AB 92,NA,28.2  metres,24  metres,6.45  metres,1.2  metres,62,64,2008,Deep V / Planing,2,RINA,54  kn,48  kn,12000  litres,NA,NA,Caterpillar ,5475hp ,GRP,GRP,"GRP,Teak",9,4,1,1,1,NA,NA,NA,159,2000  litres,NA,NA,1,NA
DESTINATION for sale,"€13,500,000",DESTINATION,Sail Yacht,NA,Alloy Yachts ,41  metres,33.95  metres,8.7  metres,4.45  metres,209,226,2002,Monohull,NA,ABS,14  kn,12  kn,23400  litres,2800  nm,@ 10  kn,Caterpillar ,800hp ,Aluminium,Aluminium,Teak,7,4,1,2,1,NA,NA,2008-01-01,AY 25,11400  litres,NA,NA,NA,NA
JARELA for sale,"€3,800,000",JARELA,Motor Yacht,Navetta 30,Custom Line ,30.94  metres,26.9  metres,7  metres,2.07  metres,189,108,2007,Semi Displacement,3,RINA,17  kn,14  kn,15000  litres,1000  nm,@ 13  kn,MAN ,2720hp ,GRP,GRP,Teak,8,4,1,NA,2,NA,NA,2011-01-01,30/18,3800  litres,NA,NA,1,NA
REGINA K for sale,"€3,900,000",REGINA K,Motor Yacht,Akhir 32,Cantieri di Pisa ,32  metres,NA,7.07  metres,2.5  metres,195,NA,2008,Deep V / Planing,2,LR,25  kn,20  kn,14000  litres,400  nm,@ 20  kn,MTU ,4800hp ,GRP,GRP,Teak,11,5,1,2,2,NA,NA,2018-01-01,683,NA,NA,NA,NA,NA
REGINA K for sale,VAT paid,REGINA K,Motor Yacht,Akhir 32,Cantieri di Pisa ,32  metres,NA,7.07  metres,2.5  metres,195,NA,2008,Deep V / Planing,2,LR,25  kn,20  kn,14000  litres,400  nm,@ 20  kn,MTU ,4800hp ,GRP,GRP,Teak,11,5,1,2,2,NA,NA,2018-01-01,683,NA,NA,NA,NA,NA
WIND OF CHANGE for sale,POA,WIND OF CHANGE,Sail Yacht,NA,Brooke Marine ,29.02  metres,22.98  metres,6.31  metres,3.29  metres,102.9,81,1987,Monohull,NA,HR,10  kn,9  kn,11000  litres,NA,NA,Fiat Iveco ,310hp ,Steel,Steel,Teak,6,3,1,1,1,NA,NA,"1998-01-01,1994-01-01,2013-01-01",NA,6000  litres,NA,NA,NA,NA
ORYX for sale,POA,ORYX,Motor Yacht,Azimut 60 Flybridge,Azimut ,17.52  metres,NA,5.05  metres,1.46  metres,NA,36,2020,NA,NA,NA,31  kn,26  kn,2800  litres,NA,NA,VOLVO D13 ,1800hp ,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,750  litres,NA,NA,NA,NA
